stock_name,stock_code,address1,address2,city,zip,phone,website,industry,sector,fullTimeEmployees
CARLSBERG BREWERY MALAYSIA BERHAD,2836,"No. 55, Persiaran Selangor",Section 15,Shah Alam,40200,60355226688,https://www.carlsbergmalaysia.com.my,Beverages - Brewers,Consumer Defensive,600.0
CARZO HOLDINGS BERHAD,03048,"No 6, Bangunan Carzo",Persiaran Industri Bandar Sri Damansara,Kuala Lumpur,52200,60103677725,https://www.carzo.com.my,Food Distribution,Consumer Defensive,
CATCHA DIGITAL BERHAD,0173,Co-labs Coworking,"The Starling Plus, Lot PT297 Level 4, Uptown, 7 Jalan SS 21/39, Damansara Utama",Petaling Jaya,47400,60376604908,https://www.catchadigital.com.my,Publishing,Communication Services,
CB INDUSTRIAL PRODUCT HOLDING BERHAD,7076,"No. 1, Jalan Astaka U8/83",Section 8 Bukit Jelutong,Shah Alam,40150,60378454115,https://cbip.com.my,Specialty Industrial Machinery,Industrials,
CC INTERNATIONAL BERHAD,03053,"16-G, Jalan 2/114",Kuchai Business Centre Off Jalan Klang Lama,Kuala Lumpur,58200,60379859999,https://chengco.com.my,Specialty Business Services,Industrials,
CCK CONSOLIDATED HOLDINGS BERHAD,7035,Jalan Keluli,Lot 999 Section 66 Bintawa Industrial Estate,Kuching,93450,6082336520,https://www.cck.com.my,Farm Products,Consumer Defensive,2800.0
CE TECHNOLOGY BERHAD,03024,"11528, Jalan Logam 4",Kawasan Perindustrian Kamunting Raya,Taiping,34000,6058910716,https://www.ceglobal.com.my,Specialty Chemicals,Basic Materials,
CEKD BERHAD,0238,Resource Industrial Centre,"10, Jalan 1/137B Batu 5 Jalan Kelang Lama",Kuala Lumpur,58200,60179886450,https://www.cekd.com.my,Metal Fabrication,Industrials,162.0
CENGILD MEDICAL BERHAD,0243,"Unit 2-3 & 2-4, Nexus @ Bangsar South","No. 7, Jalan Kerinchi",Kuala Lumpur,59200,60322427000,https://www.cengild.com,Biotechnology,Healthcare,
CENSOF HOLDINGS BERHAD,5195,"A-G, Block A","Level G, Sunway PJ51A Jalan SS9A/19 Seri Setia",Petaling Jaya,47300,60379627888,https://censof.com,Software - Application,Technology,304.0
CENTRAL GLOBAL BERHAD,8052,Plaza Dwi Tasik,A5-06 Block A Jalan 5/106 Bandar Sri Permaisuri,Kuala Lumpur,56000,60391718966,https://www.cgbgroup.com.my,Specialty Chemicals,Basic Materials,
CEPATWAWASAN GROUP BERHAD,8982,Prima Square,"Lot 70, Block 6 Mile 4 North Road",Sandakan,90000,6089272773,https://cepatgroup.com,Farm Products,Consumer Defensive,
CHEETAH HOLDINGS BERHAD,7209,Jalan KPB 6,Lot 1846 Kawasan Perindustrian Kg. Bahru Balakong,Seri Kembangan,43300,60389473888,https://www.cheetah-online.com,Apparel Manufacturing,Consumer Cyclical,
CHIN HIN GROUP BERHAD,5273,"A-1-9, Pusat Perdagangan Kuchai","No.2, Jalan 1/127 Off Jalan Kuchai Lama",Kuala Lumpur,58200,60379817878,https://www.chinhingroup.com,Building Materials,Basic Materials,1734.0
CHIN HIN GROUP PROPERTY BERHAD,7187,"1177, Jalan Dato Keramat",,Nibong Tebal,14300,6045931504,https://www.chinhinproperty.com,Auto Manufacturers,Consumer Cyclical,474.0
CHIN TECK PLANTATIONS BERHAD,1929,Plaza Sentral,"Suite 2B-3A-2, Block 2B Level 3A, Jalan Stesen Sentral 5 Kuala Lumpur Sentral",Kuala Lumpur,50470,60322614633,https://www.chinteck.com.my,Farm Products,Consumer Defensive,
CHIN WELL HOLDINGS BERHAD,5007,"No. 1586, MK11",Lorong Perusahaan Utama 1 Bukit Tengah Industrial Park,Bukit Mertajam,14000,6045075858,https://www.chinwell.com.my,Tools & Accessories,Industrials,
CHINA OUHUA WINERY HOLDINGS LIMITED,5188,No. 3 North Wolong Road,,Yantai,,865356020999,https://www.ohuawine.com.my,Beverages - Wineries & Distilleries,Consumer Defensive,
CHOO BEE METAL INDUSTRIES BHD,5797,Wisma Soon Teik Aun,Jalan Bendahara,Ipoh,31650,6052558111,https://choobee.com,Steel,Basic Materials,
CHUAN HUAT RESOURCES BHD,7016,Wisma Lim Kim Chuan,"Lot 50A Jalan 1/89B 3½ Miles, Off Jalan Sungai Besi",Kuala Lumpur,57100,60379833333,https://www.chuanhuat.com.my,Building Products & Equipment,Industrials,
CIMB GROUP HOLDINGS BERHAD,1023,Menara CIMB,Level 13 Jalan Stesen Sentral 2 Kuala Lumpur Sentral,Kuala Lumpur,50470,60322618888,https://www.cimb.com,Banks - Regional,Financial Services,33000.0
CITAGLOBAL BERHAD,7245,Menara TH Plaza Sentral,"Level 9, Block 4 Jalan Stesen Sentral 5 KL Sentral",Kuala Lumpur,50470,60327738800,https://www.wzs.my,Engineering & Construction,Industrials,369.0
CITRA NUSA HOLDINGS BERHAD,5104,Wisma CNI,No.2 Jalan Perunding U1/17 Seksyen U1 Hicom-Glenmarie Industrial Park,Shah Alam,40150,60355694000,https://www.citranusaholdings.com,Conglomerates,Industrials,298.0
CJ CENTURY LOGISTICS HOLDINGS BERHAD,7117,"No. 12, Persiaran Astana/KU2",Bandar Bukit Raja,Klang,41050,60333855888,https://www.cjcentury.com,Integrated Freight & Logistics,Industrials,
CLASSIC SCENIC BERHAD,7202,"Lot 12, Jalan RP3",Taman Rawang Perdana,Rawang,48000,60360917477,https://www.classicscenic.com,Lumber & Wood Production,Basic Materials,391.0
CLASSITA HOLDINGS BERHAD,7154,Wisma Caely,"Lot 2661, 3rd Mile Jalan Maharaja Lela",Teluk Intan,36000,6056218888,https://www.classita.com.my,Apparel Manufacturing,Consumer Cyclical,
CLOUDARON GROUP BERHAD,03001,"Unit 2-13A, Bangunan Perdagangan D7",800 Jalan Sentul,Kuala Lumpur,51000,60186050205,https://www.cloudaron.com,Software - Infrastructure,Technology,
CME GROUP BERHAD,7018,"Lot 19, Jalan Delima 1/1",Taman Perindustrian Teknologi Tinggi Subang,Subang Jaya,47500,60356331188,https://www.cme.com.my,Auto Manufacturers,Consumer Cyclical,
CN ASIA CORPORATION BHD,7986,"Lot 7907, Batu 11",Jalan Balakong,Seri Kembangan,43300,60389426888,https://www.cnasia.com,Specialty Industrial Machinery,Industrials,
CNERGENZ BERHAD,0246,"No. 34, 36, 38 & 40, Lorong IKS Bukit Tengah",Taman IKS Bukit Tengah,Bukit Mertajam,14000,6045088318,https://cnergenz.com,Electrical Equipment & Parts,Industrials,58.0
COASTAL CONTRACTS BHD,5071,Bandar Leila,Block G Lot 3B W.D.T. 259,Sandakan,90009,6089616263,https://www.coastalcontracts.com,Aerospace & Defense,Industrials,
COMFORT GLOVES BERHAD,2127,Lot 821,Jalan Matang,Taiping,34750,6058472777,https://www.comfort-rubber.com.my,Medical Instruments & Supplies,Healthcare,1703.0
COMINTEL CORPORATION BHD,7195,"No. 1 & 3, Jalan Jalil Jaya 3",Jalil Link Bukit Jalil,Kuala Lumpur,57000,60389987666,https://www.comcorp.com.my/comcorp,Electronic Components,Technology,83.0
COMPUGATES HOLDINGS BERHAD,5037,"No. 3, Jalan PJU 1/41",Block C1 Dataran Prima,Petaling Jaya,47301,60378808133,https://www.compugates.com,Electronics & Computer Distribution,Technology,
COMPUTER FORMS (MALAYSIA) BERHAD,8044,"Lot 2, Jalan Usahawan 5",PKNS Setapak Industrial Area Off Jalan Genting Kelang,Kuala Lumpur,53300,60340233611,https://www.cfm.com.my,Specialty Business Services,Industrials,
CONCRETE ENGINEERING PRODUCTS BERHAD,8435,Menara KH (Promet),22nd Floor Jalan Sultan Ismail,Kuala Lumpur,50250,60321441066,https://www.cepco.com.my,Building Materials,Basic Materials,
CORAZA INTEGRATED TECHNOLOGY BERHAD,0240,"Lot 2777, Lorong Industri 5",Kawasan Industri Bukit Panchor,Nibong Tebal,14300,6045958888,https://www.corazaintech.com,Metal Fabrication,Industrials,
COSMOS TECHNOLOGY INTERNATIONAL BERHAD,0261,"No. 11, Jalan Mega 2/1",Kawasan Perindustrian Mega 2,Semenyih,43500,60387276029,https://www.ctib.com.my,Pollution & Treatment Controls,Industrials,75.0
COUNTRY HEIGHTS HOLDINGS BHD,5738,Mines Waterfront Business Park,"8th Floor, Block A No. 3, Jalan Tasik Mines Resort City",Seri Kembangan,43300,60389438811,https://www.countryheights.com.my,Lodging,Consumer Cyclical,325.0
COUNTRY VIEW BERHAD,5049,Menara Landmark,"Unit 26-01, Level 26 No. 12, Jalan Ngee Heng Mail Box 261",Johor Bahru,80000,6072236799,https://www.countryview.com.my,Real Estate - Development,Real Estate,
CRESCENDO CORPORATION BERHAD,6718,Public Bank Tower,"18th Floor No. 19, Jalan Wong Ah Fook",Johor Bahru,80000,6072248316,https://www.crescendo.com.my,Real Estate - Diversified,Real Estate,383.0
CREST BUILDER HOLDINGS BERHAD,8591,Penthouse,The Crest 3 Two Square No. 2 Jalan 19/1,Petaling Jaya,46300,60378416000,https://crestbuilder.com.my,Engineering & Construction,Industrials,195.0
CSC STEEL HOLDINGS BERHAD,5094,180 Kawasan Industri Ayer Keroh,,Ayer Keroh,75450,6062310169,https://www.cscmalaysia.com,Steel,Basic Materials,677.0
CSH ALLIANCE BERHAD,7165,No.3 Taman Perindustrian UEP,"Level 2, Jalan TP 2",Subang Jaya,47600,60378903535,https://www.cshalliance.com.my,Building Products & Equipment,Industrials,
CTOS DIGITAL BERHAD,5301,"Tower A, Vertical Business Suite","Unit 01-12, Level 8 Avenue 3, Bangsar South No. 8 Jalan Kerinchi",Kuala Lumpur,59200,60327228888,https://ctosdigital.com,Software - Application,Technology,508.0
CUSCAPI BERHAD,0051,Empire City Damansara,"Level 27 & 28, Block N No 8, Jalan Damansara",Petaling Jaya,47820,60376237777,https://www.cuscapi.com,Software - Application,Technology,
CWG HOLDINGS BERHAD,9423,6428 Lorong Mak Mandin Tiga,Mak Mandin Industrial Estate,Butterworth,13400,6043329299,https://www.cwgholdings.com.my,Paper & Paper Products,Basic Materials,
CYL CORPORATION BERHAD,7157,"12, Jalan Teluk Gadung 27/93",Section 27,Shah Alam,40000,60351913888,https://www.cylcorporation.com,Packaging & Containers,Consumer Cyclical,
CYPARK RESOURCES BERHAD,5184,Phileo Damansara II,"Unit 13A-09, Block A No. 15, Jalan 16/11",Petaling Jaya,46350,60376606170,https://www.crbenv.com,Waste Management,Industrials,124.0
D & O GREEN TECHNOLOGIES BERHAD,7204,Batu Berendam Free Trade Zone,Lot 6 Phase III,Melaka,75350,6062833566,https://www.do.com.my,Semiconductor Equipment & Materials,Technology,2700.0
DAGANG NEXCHANGE BERHAD,4456,"Cyber 12, Dagang Net Tower",Block 10 (A&B) Corporate Park Star Central Lingkaran Cyberpoint Timur,Cyberjaya,63000,60382306900,https://www.dnex.com.my,Information Technology Services,Technology,
DAMANSARA HOLDINGS BERHAD,3484,,,,,,,,,
DANAINFRA NASIONAL BERHAD,0400GB,,,,,,,,,
DANCOMECH HOLDINGS BERHAD,5276,"No. 19, Jalan Pelukis U1/46","Temasya, Industrial Park Seksyen U1",Shah Alam,40150,60355692929,https://www.dancomech.com.my,Pollution & Treatment Controls,Industrials,
DATAPREP HOLDINGS BHD,8338,Widad Semantan,"Level 8 Damansara Heights No. 3, Jalan Semantan",Kuala Lumpur,50490,60378431600,https://www.dp.com.my,Information Technology Services,Technology,
DATASONIC GROUP BERHAD,5216,Bangunan Setia 1,"Level 6 No. 15, Lorong Dungun Damansara Heights",Kuala Lumpur,50490,60326329699,https://www.datasonic.com.my,Computer Hardware,Technology,
DAYANG ENTERPRISE HOLDINGS BERHAD,5141,Sublot 5–10,"Lot 46, Block 10 Jalan Taman Raja Miri Concession Land District",Miri,98000,6085420185,https://www.desb.net,Oil & Gas Equipment & Services,Energy,2161.0
DELEUM BERHAD,5132,"No. 2, Jalan Bangsar Utama 9",Bangsar Utama,Kuala Lumpur,59000,60322957788,https://www.deleum.com,Oil & Gas Equipment & Services,Energy,592.0
DESTINI BERHAD,7212,No. 10 Jalan Jurunilai U1/20,Hicom Glenmarie Industrial Park,Shah Alam,40150,60355670333,https://www.destinigroup.com,Aerospace & Defense,Industrials,466.0
DFCITY GROUP BERHAD,5165,Jalan Sungai Putat,Lot 197 Batu Berendam,Malacca,75350,6063172028,https://www.dfcitygroup.com.my,Building Materials,Basic Materials,
DGB ASIA BERHAD,0152,"Lot 13.5, Menara Lien Hoe","13th Floor No. 8, Persiaran Tropicana",Petaling Jaya,47410,60376226986,https://www.dgbasia.com,Software - Application,Technology,
DIALOG GROUP BERHAD,7277,DIALOG TOWER,"No. 15, Jalan PJU 7/5 Mutiara Damansara",Petaling Jaya,47810,60377171111,https://www.dialogasia.com,Oil & Gas Equipment & Services,Energy,
CELCOMDIGI BERHAD,6947,"Level 31, Menara CelcomDigi",No. 6. Persiaran Barat Seksyen 52,Petaling Jaya,46200,60372002222,https://corporate.celcomdigi.com,Telecom Services,Communication Services,3818.0
DIGISTAR CORPORATION BERHAD,0029,"B6/4/4, One Ampang Business Avenue",3rd Floor Jalan Ampang Utama 1/2,Ampang,68000,60342534319,https://www.digistar.com.my,Conglomerates,Industrials,
DIVFEX BERHAD,0131,"No. 8, Jalan Serendah 26/41",Sekitar 26,Shah Alam,40400,60390783220,https://www.dgsbgroup.com,Information Technology Services,Technology,
DKLS INDUSTRIES BHD,7528,Ipoh Tower,16th Floor and Penthouse Jalan Dato’ Seri Ahmad Said,Ipoh,30450,6052532688,https://www.dkls.com.my,Engineering & Construction,Industrials,231.0
DKSH HOLDINGS (MALAYSIA) BERHAD,5908,"B-11-01, The Ascent","Paradigm No. 1, Jalan SS7/26A Kelana Jaya",Petaling Jaya,47301,60378828888,https://www.dksh.com.my,Industrial Distribution,Industrials,2989.0
D'NONCE TECHNOLOGY BHD,7114,51-14-B&C Menara BHL,Jalan Sultan Ahmad Shah,Georgetown,10050,6042281198,https://www.dnoncetech.com,Packaging & Containers,Consumer Cyclical,
DOLOMITE CORPORATION BERHAD,5835,,,,,,,,,
DOLPHIN INTERNATIONAL BERHAD,5265,"E-G-2, Block E",Oasis Square No. 2 Jalan PJU 1A/7A Ara Damansara,Petaling Jaya,47301,60378327563,https://www.dolphinbhd.com,Specialty Industrial Machinery,Industrials,
DOMINANT ENTERPRISE BERHAD,7169,"No. 2, Jalan Gemilang 1",Taman Perindustrian Maju Jaya,Johor Bahru,81300,6075588318,https://www.dominant.com.my,Lumber & Wood Production,Basic Materials,
DPI HOLDINGS BERHAD,0205,"K69, Jalan Perindustrian 6",Kawasan Perindustrian Tanjung Agas Kesang,Tangkak,84000,6069522854,https://www.dpiaerosol.com,Specialty Chemicals,Basic Materials,160.0
DPS RESOURCES BERHAD,7198,Kawasan Perindustrian Bukit Rambai,Lot 76 & 77,Bukit Rambai,75250,6063513111,https://www.dps.com.my/newsite,Conglomerates,Industrials,
DRB-HICOM BERHAD,1619,Wisma DRB-HICOM,"Level 5 No. 2, Jalan Usahawan U1/8 Seksyen U1",Shah Alam,40150,60320528000,https://www.drb-hicom.com,Auto Manufacturers,Consumer Cyclical,45000.0
DS SIGMA HOLDINGS BERHAD,0269,"No. 36, Jalan BP 5/6",Bandar Bukit Puchong,Puchong,47100,60380601678,https://www.dssigma.com.my,Packaging & Containers,Consumer Cyclical,
DSR TAIKO BERHAD,03055,"No. 6-1, Jalan Eco Santuari 8/2A",Eco Santuari,Telok Panglima Garang,42500,60351317661,https://dsrfruits.com,Farm Products,Consumer Defensive,
DUFU TECHNOLOGY CORP. BERHAD,7233,"19, Hilir Sungai Keluang 2",Taman Perindustrian Bayan Lepas Phase IV,Penang,11900,6046161300,https://www.dufutechnology.com,Metal Fabrication,Industrials,389.0
DUOPHARMA BIOTECH BERHAD,7148,CIMB HUB,"Suite 18.06, Level 18 No. 26, Jalan Sultan Ismail Taman Klang Jaya",Kuala Lumpur,50250,60321620218,https://duopharmabiotech.com,Drug Manufacturers - Specialty & Generic,Healthcare,1650.0
DUTALAND BERHAD,3948,Menara Olympia,"Level 23 No. 8, Jalan Raja Chulan",Kuala Lumpur,50200,60320723993,https://www.dutaland.com.my,Food Distribution,Consumer Defensive,
DUTCH LADY MILK INDUSTRIES BERHAD,3026,Quill 9,"Level 5 No 112, Jalan Prof Khoo Kay Kim",Petaling Jaya,46300,60379532600,https://www.dutchlady.com.my,Packaged Foods,Consumer Defensive,600.0
DYNAFRONT HOLDINGS BERHAD,03046,"Corporate Office Tower, Block C","C-8-1, 8th Floor KL Trillion 338 Jalan Tun Razak",Kuala Lumpur,50400,60327135778,https://www.dynafront.com,Software - Application,Technology,
E.A.TECHNIQUE (M) BERHAD,5259,Setiawangsa Business Suites,"Unit C-3A-3A No. 2, Jalan Setiawangsa 11 Taman Setiawangsa",Kuala Lumpur,54200,60342525422,https://www.eatechnique.com.my,Marine Shipping,Industrials,
EA HOLDINGS BERHAD,0154,"Unit 25-5, Level 25","Oval Damansara No. 685, Jalan Damansara",Kuala Lumpur,60000,60377339762,https://www.eah.com.my,Software - Infrastructure,Technology,
EASTERN & ORIENTAL BERHAD,3417,Menara Milenium,"Level 3A (Annexe) No. 8, Jalan Damanlela Damansara Heights",Kuala Lumpur,50490,60320956868,https://www.easternandoriental.com,Real Estate - Development,Real Estate,479.0
ECA INTEGRATED SOLUTION BERHAD,0267,Plot 248,Lorong Perindustrian Bukit Minyak 16 Kawasan Perindustrian Bukit Minyak,Simpang Ampat,14100,6045062388,https://www.eca.com.my,Specialty Industrial Machinery,Industrials,76.0
ECM LIBRA GROUP BERHAD,2143,Bangunan ECM Libra,"Ground Floor, East Wing 8 Jalan Damansara Endah Damansara Heights",Kuala Lumpur,50490,60326329800,https://www.ecmlibra.com,Asset Management,Financial Services,153.0
ECO WORLD DEVELOPMENT GROUP BERHAD,8206,Setia Avenue,"Suite 52 and 60 No. 2, Jalan Setia Prima S U13/S Setia Alam, Seksyen U13",Shah Alam,40170,60333442552,https://www.ecoworld.my,Real Estate - Development,Real Estate,
ECO WORLD INTERNATIONAL BERHAD,5283,"No. 2, Jalan Setia Prima S U13/S","Suite 59 Setia Avenue Setia Alam, Seksyen U13",Shah Alam,40170,60333612552,https://www.ecoworldinternational.com,Real Estate - Diversified,Real Estate,151.0
ECOBUILT HOLDINGS BERHAD,0059,Medan Connaught,"D-G-11 & D-1-11 No.1, Jalan 3/144A",Kuala Lumpur,56000,60391082802,https://www.eco-built.com.my,Engineering & Construction,Industrials,67.0
ECOFIRST CONSOLIDATED BHD,3557,"A-19, Menara Allianz Sentral","203, Jalan Tun Sambanthan KL Sentral",Kuala Lumpur,50470,60327251888,https://www.ecofirst.my,Real Estate - Diversified,Real Estate,
ECOMATE HOLDINGS BERHAD,0239,Lot PTD 7274,Kawasan Perindustrian Bakri Batu 7 1/2 Jalan Bakri,Muar,84200,6069868558,https://www.ecomate.com.my,"Furnishings, Fixtures & Appliances",Consumer Cyclical,137.0
ECONFRAME BERHAD,0227,"No. 1 and 3, Jalan 27A",Kawasan 16 Sungai Rasau Industrial Area,Klang,41300,60333487268,https://www.econframe.com,Building Products & Equipment,Industrials,
ECONPILE HOLDINGS BERHAD,5253,"Tower Block, Plaza Dwitasik",Level 8 Jalan Sri Permaisuri Bandar Sri Permaisuri,Kuala Lumpur,56000,60391719999,https://www.econpile.com.my,Engineering & Construction,Industrials,
ECOSCIENCE INTERNATIONAL BERHAD,0255,PLO 555,Jalan Keluli 8 Pasir Gudang Industrial Estate,Pasir Gudang,81700,6072553126,https://www.ecosciencegroup.com,Engineering & Construction,Industrials,113.0
EDARAN BERHAD,5036,"No. 2, Jalan 4/76C",Desa Pandan,Kuala Lumpur,55100,60392067200,https://www.edaran.com,Information Technology Services,Technology,
EDEN INC. BERHAD,7471,Amcorp Tower,"15th Floor Amcorp Trade Centre 18, Jln Persiaran Barat, Off Jln Timur",Petaling Jaya,46050,60379577781,https://www.edenzil.com,Conglomerates,Industrials,
EDUSPEC HOLDINGS BERHAD,0107,Tiong Nam Industrial Park,No. 10 Jalan 15/22 Section 15,Shah Alam,40200,60355231781,https://www.eduspec.com.my,Education & Training Services,Consumer Defensive,
EFFICIENT E-SOLUTIONS BERHAD,0064,"No. 3, Jalan Astaka U8/82",Taman Perindustrian Bukit Jelutong Seksyen U8 Bukit Jelutong,Shah Alam,40150,60378472777,https://www.efficient.com.my,Specialty Business Services,Industrials,
EG INDUSTRIES BERHAD,8907,"Plot 102, Bakar Arang Industrial Estate",Jalan 4,Sungai Petani,08000,6044229881,https://www.eg.com.my,Electronic Components,Technology,3000.0
EITA RESOURCES BERHAD,5208,"Lot 4, Block A",Jalan SS13/7 Subang Jaya Industrial Estate,Subang Jaya,47500,60356378099,https://www.eita.com.my,Specialty Industrial Machinery,Industrials,640.0
EKOVEST BERHAD,8877,Wisma EKOVEST,"Ground Floor No.18, Jalan Gombak",Kuala Lumpur,53000,60340215948,https://ekovest.com.my,Engineering & Construction,Industrials,
EKSONS CORPORATION BERHAD,9016,Jalan Prima Tropika Barat 2,"Unit No. 1, 2, 3 Taman Prima Tropika",Seri Kembangan,43300,60389493199,https://eksons.com.my,Lumber & Wood Production,Basic Materials,115.0
ELK-DESA RESOURCES BERHAD,5228,"15-17, Jalan Brunei Utara",Off Jalan Pudu,Kuala Lumpur,55100,60321457000,https://www.elk-desa.com.my,Credit Services,Financial Services,299.0
ELSOFT RESEARCH BERHAD,0090,Lintang Bayan Lepas 9,Plot 85B Bayan Lepas Industrial Park Phase 4,Bayan Lepas,11900,6046468122,https://www.elsoftresearch.com,Semiconductor Equipment & Materials,Technology,
EMICO HOLDINGS BERHAD,9091,"18, Lebuhraya Kampung Jawa",,Bayan Lepas,11900,6046438501,https://www.emico.com.my,Leisure,Consumer Cyclical,221.0
ENCORP BERHAD,6076,"No. 45-G, Jalan PJU 5/21",Pusat Perdagangan Kota Damansara Kota Damansara PJU 5,Petaling Jaya,47810,60362867777,https://www.encorp.com.my,Real Estate - Diversified,Real Estate,
ENEST GROUP BERHAD,03025,"No.2B-G, Jalan Semenyih",Bandar Kajang,Kajang,43000,60387416609,https://bailengyen.com.my,Farm Products,Consumer Defensive,
ENG KAH CORPORATION BERHAD,7149,Plot 95 & 97,Hala Kampung Jawa 2 Kawasan Perindustrian Bayan Lepas,Bayan Lepas,11900,6046435180,https://www.engkah.com,Household & Personal Products,Consumer Defensive,
ENGTEX GROUP BERHAD,5056,Putra Industrial Park,"Lot 36, Jalan BRP 9/2B Bukit Rahman Putra",Sungai Buloh,47000,60361401111,https://www.engtex.com.my,Industrial Distribution,Industrials,1507.0
ENRA GROUP BERHAD,8613,"D3-U6-15, Block D3 Solaris Dutamas No.1",Jalan Dutamas 1,Kuala Lumpur,50480,60323003555,https://www.enra.my,Conglomerates,Industrials,31.0
EONMETALL GROUP BERHAD,7217,MK 12 Jalan Seruling,Lot 1258 & 1259 Kawasan Perusahaan Valdor,Sungai Bakap,14200,6045828323,https://www.eonmetall.com,Steel,Basic Materials,
EP MANUFACTURING BHD,7773,"No. 8 & 10, Jalan Jurutera U1/23",Seksyen U1 Kawasan Perindustrian Hicom Glenmarie,Shah Alam,40150,60378036663,https://www.epmb.com.my,Auto Parts,Consumer Cyclical,
